"homename"	"homecontinent"	"homecountry"	"homelat"	"homelon"	"travellon"	"travellat"
"Russia Moscow"	"Europe"	"Russia"	55.755826	37.6173	121.92451486	11.96375912
"Russia Moscow"	"Europe"	"Russia"	55.755826	37.6173	20.7019	38.8275
"Russia Moscow"	"Europe"	"Russia"	55.755826	37.6173	121.92898505	11.96453422
"Madison, WI"	"North America"	"United States of America"	43.0730517	-89.4012302	-89.43319274	43.01140813
"Melbourne, Victoria"	"Australia"	"Australia"	-37.813611	144.963056	-157.99816996	21.70526309
"CCs/Venezuela"	"South America"	"Venezuela"	10.4805937	-66.9036063	-70.8283	9.3627
"Lugoslavia"	"South America"	"Brazil"	-25.6606925	-49.3090418	-5.20550308	43.4740643
"Lugoslavia"	"South America"	"Brazil"	-25.6606925	-49.3090418	-5.20550308	43.4740643
"Lugoslavia"	"South America"	"Brazil"	-25.6606925	-49.3090418	-5.20550308	43.4740643
"Lugoslavia"	"South America"	"Brazil"	-25.6606925	-49.3090418	-6.94709	43.56794015
"Lugoslavia"	"South America"	"Brazil"	-25.6606925	-49.3090418	-5.20550308	43.4740643
"Lugoslavia"	"South America"	"Brazil"	-25.6606925	-49.3090418	-5.20550308	43.4740643
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.6485794	-28.12602143
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-32.4113	-3.8404
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.6398943	-28.12414035
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.64263201	-28.1352681
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.76733933	-28.48422586
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.68783128	-28.25980347
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.65049082	-28.12100691
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.68574339	-28.26487557
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.66966	-28.23805
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.65052938	-28.12333414
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.63979981	-28.12431613
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.631021	-28.034688
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.68574339	-28.26487557
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.70522	-28.33919
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.631021	-28.034688
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-50.49	-27.27
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.63979981	-28.12431613
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.67	-28.24
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-79.4392	-7.7025
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.65454555	-28.15527646
"cwb"	"North America"	"Canada"	43.531549	-79.904897	-48.6398943	-28.12414035
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	137.73798496	34.66017004
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	132.933	33
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	133.49611111	35.51083333
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	132.933	33
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	134.1678825	35.52663349
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	134.233	35.5
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	132.933	33
"OKAYAMA,JAPAN"	"Asia"	"Japan"	34.6551456	133.9195019	133.49611111	35.51083333
"Japan Tokyo"	"Asia"	"Japan"	35.6894875	139.6917064	127.71618511	26.43585518
"Japan Tokyo"	"Asia"	"Japan"	35.6894875	139.6917064	127.71397174	26.43974849
"Japan Tokyo"	"Asia"	"Japan"	35.6894875	139.6917064	128.02101206	26.69559773
"Japan Tokyo"	"Asia"	"Japan"	35.6894875	139.6917064	128.02072046	26.69808532
"England, United Kingdom"	"Europe"	"United Kingdom"	52.3555177	-1.1743197	115.13416667	-8.65583333
"Donostia-San Sebastián, Spain"	"Europe"	"Spain"	43.318334	-1.9812313	-1.98514344	43.32295801
"Donostia-San Sebastián, Spain"	"Europe"	"Spain"	43.318334	-1.9812313	-1.97440625	43.32540137
"san francisco"	"North America"	"United States of America"	37.7749295	-122.4194155	-122.47008514	37.50088732
"san francisco"	"North America"	"United States of America"	37.7749295	-122.4194155	-122.026252	36.97205
"san francisco"	"North America"	"United States of America"	37.7749295	-122.4194155	-122.01885252	36.96425105
"Torino Italy • "	"Europe"	"Italy"	45.0703393	7.686864	102.27094654	12.10760946
"Torino Italy • "	"Europe"	"Italy"	45.0703393	7.686864	102.27094654	12.10760946
"Torino Italy • "	"Europe"	"Italy"	45.0703393	7.686864	102.27094654	12.10760946
"京都"	"Asia"	"Japan"	35.0116363	135.7680294	135.7849297	35.0284844
"Boston"	"North America"	"United States of America"	42.3600825	-71.0588801	-70.81081213	42.9086713
"Durban South Africa"	"Africa"	"South Africa"	-29.8586804	31.0218404	31.22355193	-29.53201701
"Luton"	"Europe"	"United Kingdom"	51.8786707	-0.4200255	-0.37605287	51.87981177
"Santiago de Chile"	"South America"	"Chile"	-33.4488897	-70.6692655	-72.01452972	-34.38311929
"Santiago de Chile"	"South America"	"Chile"	-33.4488897	-70.6692655	-72.00879173	-34.38696403
"Santiago de Chile"	"South America"	"Chile"	-33.4488897	-70.6692655	-72.01452972	-34.38311929
"Orlando, FL"	"North America"	"United States of America"	28.5383355	-81.3792365	-81.32566798	28.34212044
"Santa Cruz, CA."	"North America"	"United States of America"	36.9741171	-122.0307963	-122.154	36.9833
"Santa Cruz, CA."	"North America"	"United States of America"	36.9741171	-122.0307963	-121.97	36.9597
"Brasil SP"	"South America"	"Brazil"	-23.5505199	-46.6333094	-48.91719	-20.72203
"Seattle WA"	"North America"	"United States of America"	47.6062095	-122.3320708	-85.52646021	9.88112332
" Australia"	"Australia"	"Australia"	-25.274398	133.775136	144.167	-38.4167
" Australia"	"Australia"	"Australia"	-25.274398	133.775136	143.67001804	-38.75780581
"France Toulouse"	"Europe"	"France"	43.604652	1.444209	-1.54083	43.47048
"Los Angeles Ca"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.67821226	34.03584381
"Los Angeles Ca"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.934	34.0444
"Los Angeles Ca"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.49605338	34.01068295
"Los Angeles Ca"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.934	34.0444
"Los Angeles Ca"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.934	34.0444
"Los Angeles Ca"	"North America"	"United States of America"	34.0522342	-118.2436849	-118.678737	34.035814
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	139.45258834	35.31911081
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	139.45039444	35.31883889
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	138.22927848	34.72837819
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	139.47430677	35.33597868
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	139.45258834	35.31911081
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	139.46594532	35.4680231
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	139.44804722	35.32109444
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	139.45039444	35.31883889
"Yokohama"	"Asia"	"Japan"	35.4437078	139.6380256	138.22923737	34.72939278
"Bei Frankfurt"	"Europe"	"Germany"	50.1109221	8.6821267	8.60554	54.31432
"Bei Frankfurt"	"Europe"	"Germany"	50.1109221	8.6821267	8.60554	54.31432
"Buenos Aires, Argentina"	"South America"	"Argentina"	-34.6036844	-58.3815591	-58.3683616	-34.6026137
"Moscow, Russia"	"Europe"	"Russia"	55.755826	37.6173	12.32763028	45.44579969
"France"	"Europe"	"France"	46.227638	2.213749	-1.44065842	43.68007155
"France"	"Europe"	"France"	46.227638	2.213749	-1.44075938	43.67891312
"France"	"Europe"	"France"	46.227638	2.213749	-1.56667	43.4833
"France"	"Europe"	"France"	46.227638	2.213749	-1.4350228	43.66134518
"France"	"Europe"	"France"	46.227638	2.213749	-1.44075938	43.67891312
"Sydney"	"Australia"	"Australia"	-33.8688197	151.2092955	150.8629905	-34.60369263
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.26812249	32.96185744
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.297333	33.047855
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.253	32.8892
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.2818974	33.0212406
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.297333	33.047855
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-149.267	-17.8333
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.2818974	33.0212406
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.19831007	32.73262167
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.2797473	33.0135995
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.26812249	32.96185744
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.116092	32.904219
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.30957584	33.0786453
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.2823922	33.0188202
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.28035575	33.01356991
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.282	33.019
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-149.25757464	-17.85411079
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.272	33.0444
"Leucadia, CA"	"North America"	"United States of America"	33.0680967	-117.3033709	-117.3046871	33.0650773
"Sydney, New South Wales"	"Australia"	"Australia"	-33.8688197	151.2092955	151.291	-33.7814
"Davao City"	"Asia"	"Philippines"	7.190708	125.455341	126.28101925	6.927091
"Davao City"	"Asia"	"Philippines"	7.190708	125.455341	126.28101925	6.927091
"Los Angeles"	"North America"	"United States of America"	34.0522342	-118.2436849	-117.7760137	33.5320291
"Brasil"	"South America"	"Brazil"	-14.235004	-51.92528	-43.19847718	-22.98750308
"Brasil"	"South America"	"Brazil"	-14.235004	-51.92528	-38.52752	-12.99524
"Brasil"	"South America"	"Brazil"	-14.235004	-51.92528	-38.67943207	-13.04194043
"Brasil"	"South America"	"Brazil"	-14.235004	-51.92528	-38.67044	-13.03675
"Allentown, PA"	"North America"	"United States of America"	40.6084305	-75.4901833	-75.46924781	40.59126642
"Allentown, PA"	"North America"	"United States of America"	40.6084305	-75.4901833	-75.46924781	40.59126642
"Pearcedale"	"Australia"	"Australia"	-38.203	145.231	145.22185329	-38.52865971
"Pearcedale"	"Australia"	"Australia"	-38.203	145.231	145.22185329	-38.52865971
"Pearcedale"	"Australia"	"Australia"	-38.203	145.231	144.99013142	-38.4838531
"bali.indonesia"	"Asia"	"Indonesia"	-8.3405389	115.0919509	115.24148069	-8.74041076
"bali.indonesia"	"Asia"	"Indonesia"	-8.3405389	115.0919509	115.23554	-8.7222
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.6308365	33.4316826
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.66500373	33.45512726
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.62846947	33.43795939
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.6210861	33.4191475
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.619	33.4192
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.699799	33.4583469
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.619	33.4192
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.628469	33.426964
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.619	33.4192
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.62249756	33.42252851
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.60664844	33.40549824
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.62216449	33.42360481
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.62249756	33.42252851
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.60911638	33.40769263
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.61705466	33.41635701
"San Clemente"	"North America"	"United States of America"	33.4269728	-117.6119925	-117.60923947	33.40853291
"South West, England"	"Europe"	"United Kingdom"	50.7772135	-3.999461	-5.46667	50.1333
"Paris"	"Europe"	"France"	48.856614	2.3522219	2.41485892	48.88093893
"Cuba"	"South America"	"Cuba"	21.521757	-77.781167	-124.112	40.9944
"Cuba"	"South America"	"Cuba"	21.521757	-77.781167	-69.98518	18.43337
"Cuba"	"South America"	"Cuba"	21.521757	-77.781167	135	-25
"Cuba"	"South America"	"Cuba"	21.521757	-77.781167	-69.98518	18.43337
"China"	"Asia"	"China"	35.86166	104.195397	119.12471771	36.71866226
"Century City, Los Angeles"	"North America"	"United States of America"	34.0536608	-118.4133894	-118.50166667	34.015
"Venezuela"	"South America"	"Venezuela"	6.42375	-66.58973	-52.6178	-27.0958
"Bryn Mawr, PA"	"North America"	"United States of America"	40.0230237	-75.3151772	-155.42176265	19.37561343
"Gold Coast, Queensland"	"Australia"	"Australia"	-28.016667	153.4	153.47098	-28.14374
"Los Angeles"	"North America"	"United States of America"	34.0522342	-118.2436849	-85.83525608	11.20575063
"Oregon, USA"	"North America"	"United States of America"	43.8041334	-120.5542012	-123.4881725	42.51598788
"Oregon, USA"	"North America"	"United States of America"	43.8041334	-120.5542012	-123.4881725	42.51598788
"San Francisco, CA"	"North America"	"United States of America"	37.7749295	-122.4194155	-122.51083333	37.75944444
"Latino america & Caribbean"	"South America"	"Brazil"	-4.4420385	-61.3268535	-70.44904272	19.78230394
"saint-petersburg, russia"	"Europe"	"Russia"	59.9342802	30.3350986	30.32747435	59.9321123
"UofK - Barcelona"	"Europe"	"Spain"	41.3801992	2.1796591	55.69601927	24.96870022
"Fort Portal, Uganda, Africa"	"Africa"	"Uganda"	0.6546257	30.2801166	-121.13392778	38.72060556
"Santa Barbara, CA"	"North America"	"United States of America"	34.4208305	-119.6981901	-119.714	34.4258
"New Jersey, USA"	"North America"	"United States of America"	40.0583238	-74.4056612	-74.03879939	40.70728549
"New Jersey, USA"	"North America"	"United States of America"	40.0583238	-74.4056612	-74.25945268	40.7524173
"Conwy, North Wales"	"Europe"	"United Kingdom"	53.282872	-3.82948	-3.88291716	53.27748165
"Conwy, North Wales"	"Europe"	"United Kingdom"	53.282872	-3.82948	-3.88291716	53.27748165
"台中市, 台灣"	"Asia"	"Taiwan"	24.1477358	120.6736482	120.61863899	24.43140432
"Silicon Valley"	"North America"	"United States of America"	37.387474	-122.0575434	-122.32878894	37.58531326
"Silicon Valley"	"North America"	"United States of America"	37.387474	-122.0575434	-122.32878894	37.58531326
"Montréal"	"North America"	"Canada"	45.5016889	-73.567256	-73.7477	45.56102
"World Wide "	"North America"	"Canada"	43.8169837	-79.532157	-0.12731805	51.50711486
"24 Avenue Edouard VII Biarritz"	"Europe"	"France"	43.4834956	-1.5583624	-1.56005304	43.48364346
"Belo Horizonte"	"South America"	"Brazil"	-19.9166813	-43.9344931	-42.47597885	-22.93648447
"Porto Alegre, Brasil"	"South America"	"Brazil"	-30.0346471	-51.2176584	-51.13369438	-29.96752523
"Porto Alegre, Brasil"	"South America"	"Brazil"	-30.0346471	-51.2176584	-78	-8
"Pittsburgh"	"North America"	"United States of America"	40.4406248	-79.9958864	145.60464987	-38.67741424
"People Heart"	"North America"	"United States of America"	40.9045715	-74.4914516	115.255192	-8.701614
"-33.281631,-70.71768"	"South America"	"Chile"	-33.2820208	-70.7178025	-0.1250688	54.1246697
"London"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	18.81890628	-34.10713541
"London"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	18.8333	-34.1167
"London"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	-2.22424489	49.21016549
"London"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	18.8333	-34.1167
"London"	"Europe"	"United Kingdom"	51.5073509	-0.1277583	-2.22424489	49.21016549
"North Beach, Perth (WA)"	"Australia"	"Australia"	-31.861	115.758	115.75348735	-31.85465961
"Michigan, USA"	"North America"	"United States of America"	44.3148443	-85.6023643	-85.3833	44.85
"France"	"Europe"	"France"	46.227638	2.213749	-1.5601117	43.4836544
"France"	"Europe"	"France"	46.227638	2.213749	-157.999034	21.70568735
"Houston, TX"	"North America"	"United States of America"	29.7604267	-95.3698028	-95.398258	29.757006
"Cabarete"	"South America"	"Dominican Republic"	19.7509228	-70.4144209	-156.4580496	20.8900894
"Cabarete"	"South America"	"Dominican Republic"	19.7509228	-70.4144209	-70.42200075	19.76281999
"Cabarete"	"South America"	"Dominican Republic"	19.7509228	-70.4144209	-73.7869	40.7272
"Cabarete"	"South America"	"Dominican Republic"	19.7509228	-70.4144209	144.9744661	-37.8341228
"Cabarete"	"South America"	"Dominican Republic"	19.7509228	-70.4144209	-70.40887952	19.75006566
"Hawaii, USA"	"North America"	"United States of America"	19.8967662	-155.5827818	-156.63925113	21.01714978
"Barcelona"	"Europe"	"Spain"	41.3850639	2.1734035	152.917	-31.4333
"Brazil"	"South America"	"Brazil"	-14.235004	-51.92528	-45.56000242	-23.79122893
"Sydney, Australia"	"Australia"	"Australia"	-33.8688197	151.2092955	151.26064	-33.88891
"Leeds UK"	"Europe"	"United Kingdom"	53.8007554	-1.5490774	-97.04455537	15.83335303
"Leeds UK"	"Europe"	"United Kingdom"	53.8007554	-1.5490774	-96.51971571	15.66362498
"Ilhabela SP Brasil"	"South America"	"Brazil"	-23.8158392	-45.3664809	-45.3652896	-23.8053835
"Australia"	"Australia"	"Australia"	-25.274398	133.775136	150.86850642	-34.56056069
"Quito"	"South America"	"Ecuador"	-0.1806532	-78.4678382	-80.51033706	-2.55947186
"Atlanta, GA"	"North America"	"United States of America"	33.7489954	-84.3879824	-84.37312076	33.78387836
"USA"	"North America"	"United States of America"	37.09024	-95.712891	-67.25737214	18.37036808
"USA"	"North America"	"United States of America"	37.09024	-95.712891	-67.2503	18.3422
"Canada"	"North America"	"Canada"	56.130366	-106.346771	-118.45917	33.99083
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.55	0.15
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Teluk meranti, Riau, Indonesia"	"Asia"	"Indonesia"	0.5128922	102.7135121	102.56874929	0.16293248
"Zürich"	"Europe"	"Switzerland"	47.3768866	8.541694	8.68333333	47.25
"Bowmore Islay"	"Europe"	"United Kingdom"	55.7561259	-6.2873101	-6.45541723	55.78264288
"Brasil"	"South America"	"Brazil"	-14.235004	-51.92528	-46.56324181	-23.62002509
"Concón, Chile"	"South America"	"Chile"	-32.9299468	-71.5186065	-71.54657567	-32.96395729
"Concón, Chile"	"South America"	"Chile"	-32.9299468	-71.5186065	-71.54657567	-32.96395729
"Singapore"	"Asia"	"Singapore"	1.352083	103.819836	103.87118333	1.27947889
"Capoterra "	"Europe"	"Italy"	39.1788863	8.9709827	9.31478881	39.21437852
"Italia"	"Europe"	"Italy"	41.87194	12.56738	98.29654157	7.92351853
"Sligo, Ireland"	"Europe"	"Ireland"	54.2766103	-8.4760888	-8.21056	54.5689
"San Jose, Costa Rica"	"South America"	"Costa Rica"	9.9280694	-84.0907246	-84.6333	9.61667
"Torres, Rio Grande do Sul"	"South America"	"Brazil"	-29.3344108	-49.723909	-49.731017	-29.3480288
"Torres, Rio Grande do Sul"	"South America"	"Brazil"	-29.3344108	-49.723909	-49.7190743	-29.32708904
"Torres, Rio Grande do Sul"	"South America"	"Brazil"	-29.3344108	-49.723909	-49.731017	-29.3480288
"Netherlands"	"Europe"	"Netherlands"	52.132633	5.291266	5.79673665	53.21098054
"ÜT: 40.011307,-75.689323"	"North America"	"United States of America"	40.1856733	-111.6133581	-75.6997728	40.00517352
"Acolman, Estado de Mexico"	"South America"	"Mexico"	19.6420614	-98.9107373	-99.13482117	19.49601922
"busan"	"Asia"	"South Korea"	35.1795543	129.0756416	129.20179099	35.1803937
"Honolulu, Hawaii"	"North America"	"United States of America"	21.3069444	-157.8583333	-158.016	21.4511
"Honolulu, Hawaii"	"North America"	"United States of America"	21.3069444	-157.8583333	-157.84819083	21.28922703
"Honolulu, Hawaii"	"North America"	"United States of America"	21.3069444	-157.8583333	-157.829	21.2828
"Honolulu, Hawaii"	"North America"	"United States of America"	21.3069444	-157.8583333	-157.82543	21.2761299
"Bay area"	"North America"	"United States of America"	37.8271784	-122.2913078	-156.67630434	20.87107269
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Saint-Petersburg, Russia"	"Europe"	"Russia"	59.9342802	30.3350986	34.51525569	28.49750054
"Pahang, Malaysia"	"Asia"	"Malaysia"	3.8126318	103.3256204	103.39374072	4.12580505
"Cornwall"	"Europe"	"United Kingdom"	50.2660471	-5.0527125	-5.40172975	50.19905775
"Rosignano Solvay"	"Europe"	"Italy"	43.3918054	10.4424658	102.28484295	12.06506728
"México"	"South America"	"Mexico"	23.634501	-102.552784	-97.05682806	15.85469029
"México"	"South America"	"Mexico"	23.634501	-102.552784	-97.0667	15.85
"México"	"South America"	"Mexico"	23.634501	-102.552784	-97.0667	15.85
"K-COLINA"	"South America"	"Chile"	-33.2044597	-70.6758505	-65.96047931	18.45169557
"K-COLINA"	"South America"	"Chile"	-33.2044597	-70.6758505	-66.6105476	18.49025851
"K-COLINA"	"South America"	"Chile"	-33.2044597	-70.6758505	-66.64103988	18.49223393
"K-COLINA"	"South America"	"Chile"	-33.2044597	-70.6758505	-66.01532689	18.4401212
"Los Angeles, CA"	"North America"	"United States of America"	34.0522342	-118.2436849	-117.92694834	33.60858051
"Barcelona"	"Europe"	"Spain"	41.3850639	2.1734035	-13.56471244	29.117402
"La Antigua Guatemala"	"South America"	"Guatemala"	14.5585707	-90.729523	-90.7352982	14.5590096
"California City, CA"	"North America"	"United States of America"	35.125801	-117.9859038	-45.69554901	-23.09865227
"California City, CA"	"North America"	"United States of America"	35.125801	-117.9859038	-45.69554901	-23.09865227
"Córdoba ,  Argentina"	"South America"	"Argentina"	-31.4200833	-64.1887761	-81.7006	12.5847
"Córdoba ,  Argentina"	"South America"	"Argentina"	-31.4200833	-64.1887761	-81.7006	12.5847
"Brasil "	"South America"	"Brazil"	-14.235004	-51.92528	-35.18699867	-5.79184359
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.42897	51.20585
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.42897	51.20585
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.42897	51.20585
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.42897	51.20585
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.42897	51.20585
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.42897	51.20585
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.4	51.2167
"antwerpen"	"Europe"	"Belgium"	51.2194475	4.4024643	4.4	51.2167
"Worldwide"	"North America"	"United States of America"	29.5170728	-98.4170523	-14.0167	28.3333
"London/Milan"	"Europe"	"Italy"	45.467373	9.1842427	2.19169312	41.37904924
"London/Milan"	"Europe"	"Italy"	45.467373	9.1842427	2.19169312	41.37904924
"Jacksonville Beach, FL"	"North America"	"United States of America"	30.2841224	-81.3961338	-81.40839537	30.29976695
"Fortaleza, CE"	"South America"	"Brazil"	-3.7318616	-38.5266704	-38.9	-3.5
"Fortaleza, CE"	"South America"	"Brazil"	-3.7318616	-38.5266704	-38.71666667	-3.63333333
"Cheyenne, WY"	"North America"	"United States of America"	41.1399814	-104.8202462	-117.769	33.5315
"España"	"Europe"	"Spain"	40.463667	-3.74922	-3.80111111	40.20138889
"Perth, Western Australia"	"Australia"	"Australia"	-31.9505269	115.8604572	115.7511	-31.87667
"Houston, TX"	"North America"	"United States of America"	29.7604267	-95.3698028	-118.48984358	34.00116956
"Honolulu, HI"	"North America"	"United States of America"	21.3069444	-157.8583333	-157.99781006	21.70515264
"Maui ✈️ LA"	"North America"	"United States of America"	33.9415889	-118.40853	-156.32373	20.91425
"Maui ✈️ LA"	"North America"	"United States of America"	33.9415889	-118.40853	-156.376	20.9107
"Maui ✈️ LA"	"North America"	"United States of America"	33.9415889	-118.40853	-156.2856	20.92307
"Maui ✈️ LA"	"North America"	"United States of America"	33.9415889	-118.40853	-156.58416573	20.7957842
